Sgnyea,Prvcnm,Gdp,Gdp1,Gdp2,Gdp3
2009,浙江省,22990.35,1163.08,11908.49,9918.78
2008,浙江省,21462.69,1095.43,11580.33,8811.17
2007,浙江省,18753.73,986.02,10148.45,7645.96
2006,浙江省,15718.47,925.1,8509.57,6307.85
2005,浙江省,13417.68,892.83,7166.15,5378.87
2004,浙江省,11648.7,816,6045,4382
2003,浙江省,9705.02,728,4941,3726
2002,浙江省,8003.67,694,3982,3120
2001,浙江省,6898.3388,695.15,3459.75,2593.25
2000,浙江省,6036.34,664.16,3183.47,2188.71
1999,浙江省,5364.89,631.94,2902.81,1830.14
1998,浙江省,4987.5,631.31,2709.08,1647.11
1997,浙江省,4638.24,637.48,2509.56,1491.2
1996,浙江省,4146.06,609.18,2200.19,1336.69
1995,浙江省,3524.79,549.96,1854.52,1153.07
1994,浙江省,2666.86,443.87,1388.06,834.93
1993,浙江省,1909.49,315.97,983.96,625.99
1992,浙江省,1365.06,262.67,653.43,459.6
1991,浙江省,1089.33,245.22,494.11,350
1990,浙江省,904.69,225.04,408.18,271.47
1989,浙江省,849.44,210.95,386.25,252.24
1988,浙江省,770.25,195.68,354.39,220.18
1987,浙江省,606.99,159.41,281.47,166.11
1986,浙江省,502.47,136.29,230.89,135.29
1985,浙江省,429.16,123.88,198.91,106.37
1984,浙江省,323.25,104.4,141.48,77.37
1983,浙江省,257.09,82.89,113.12,61.08
1982,浙江省,234.01,84.88,98.44,50.69
1981,浙江省,204.86,69.06,94.68,41.12
1980,浙江省,179.92,64.61,84.07,31.24
1979,浙江省,157.75,67.56,64.07,26.12
1978,浙江省,123.72,47.09,53.52,23.11
1977,浙江省,100,39.18,41.52,19.3
1976,浙江省,87.27,39.57,30.72,16.98
1975,浙江省,84.23,39.2,28.63,16.4
1974,浙江省,86.57,42.1,28.34,16.13
1973,浙江省,86.99,39.22,31.89,15.88
1972,浙江省,84.39,39.78,29.22,15.39
1971,浙江省,70.43,31.98,23.49,14.96
1970,浙江省,69.17,32.28,22.42,14.47
1969,浙江省,62.7,30.27,18.84,13.59
1968,浙江省,54.94,28.57,13.78,12.59
1967,浙江省,56.35,27.55,15.69,13.11
1966,浙江省,58.28,28.01,17.01,13.26
1965,浙江省,55.67,25.97,16.93,12.77
1964,浙江省,51.75,24.92,14.68,12.15
1963,浙江省,46.6,23.37,12.26,10.97
1962,浙江省,43.35,20.24,11.76,11.35
1961,浙江省,40.56,16.95,12.27,11.34
1960,浙江省,47.25,15.94,18.12,13.19
1959,浙江省,47.35,17.8,16.89,12.66
1958,浙江省,43.75,18.27,14.37,11.11
1957,浙江省,37.27,19.29,7.93,10.05
1956,浙江省,33.54,18.91,5.6,9.03
1955,浙江省,30.53,18.78,3.88,7.87
1954,浙江省,28.65,17.76,4.13,6.76
1953,浙江省,27.24,16.55,3.86,6.83
1952,浙江省,24.53,16.28,2.78,5.47
2013,吉林省,12981.46,1509.34,6858.23,4613.89
2012,吉林省,11939.24,1412.11,6376.77,4150.36
2011,吉林省,10568.83,1277.44,5611.48,3679.91
2010,吉林省,8667.58,1050.15,4506.31,3111.12
2009,吉林省,7278.75,980.57,3541.92,2756.26
2008,吉林省,6426.1,916.7,3064.63,2442.73
2007,吉林省,5284.69,783.8,2475.45,2025.44
2006,吉林省,4275.12,672.76,1915.29,1687.07
2005,吉林省,3620.27,625.61,1580.83,1413.83
2004,吉林省,3122.01,560.96,1379.31,1017.94
2003,吉林省,2662.08,486.9,1143.39,892.33
2002,吉林省,2348.54,446.17,978.37,821.58
2001,吉林省,2120.35,409.1,880.84,742.54
2000,吉林省,1821.19,398.73,800.28,622.18
1999,吉林省,1660.91,423.48,671.74,574.34
1998,吉林省,1557.78,429.5,597.29,530.99
1997,吉林省,1446.91,368.16,575.43,503.32
1996,吉林省,1337.16,376.01,543.17,417.98
1995,吉林省,1129.2,303.99,475.22,358.02
1994,吉林省,936.78,259.4,398.83,278.55
1993,吉林省,717.95,156.05,351.03,211.5
1992,吉林省,558.06,130.82,257.01,170.23
1991,吉林省,463.47,120.47,203.02,139.98
1990,吉林省,425.28,124.99,182.15,118.14
1989,吉林省,391.65,80.53,181.02,130.1
1988,吉林省,368.67,92.59,173.57,102.51
1987,吉林省,297.49,80.57,139.36,77.56
1986,吉林省,227.15,64.35,104.3,58.5
1985,吉林省,200.44,55.74,97.21,47.49
1984,吉林省,174.39,60.04,80.46,33.89
1983,吉林省,150.14,56.74,65.38,28.02
1982,吉林省,121.67,38.4,60.36,22.91
1981,吉林省,111.16,34.31,56.53,20.32
1980,吉林省,98.59,27.24,52.24,19.11
1979,吉林省,91.12,25.34,49.22,16.56
1978,吉林省,81.98,23.98,42.96,15.04
1977,吉林省,72.91,19.76,39.2,13.95
1976,吉林省,67.32,16.81,37.47,13.04
1975,吉林省,72.31,21.24,38.49,12.58
1974,吉林省,65.11,22.11,30.88,12.12
1973,吉林省,63.33,21.28,30.27,11.78
1972,吉林省,56.02,15.53,29.26,11.23
1971,吉林省,60.9,19.56,29.86,11.48
1970,吉林省,56.07,18.73,26.57,10.77
1969,吉林省,45.18,14.3,21.12,9.76
1968,吉林省,42.49,17.16,16.16,9.17
1967,吉林省,44.25,17.66,17.48,9.11
1966,吉林省,46.67,16.26,20.96,9.45
1965,吉林省,42.93,13.19,20.68,9.06
1964,吉林省,38.45,11.72,17.95,8.78
1963,吉林省,35.94,11.68,15.67,8.59
1962,吉林省,31.35,9.92,12.89,8.54
1961,吉林省,31.89,10.34,13.22,8.33
1960,吉林省,41.83,8.26,24.64,8.93
1959,吉林省,37.15,9.91,19.67,7.57
1958,吉林省,31.18,9.3,15,6.88
1957,吉林省,25.22,8.81,10.08,6.33
1956,吉林省,24.58,10.56,8.2,5.82
1955,吉林省,21.13,9.87,6.48,4.78
1954,吉林省,20.43,9.1,6.96,4.37
1953,吉林省,18.97,8.94,6,4.03
1952,吉林省,16.55,9.19,4.54,2.82
2013,内蒙古自治区,16832.38,1599.41,9084.19,6148.78
2012,内蒙古自治区,15880.58,1448.58,8801.5,5630.5
2011,内蒙古自治区,14359.88,1306.3,8037.69,5015.89
2010,内蒙古自治区,11672,1095.28,6367.69,4209.02
2009,内蒙古自治区,9740.25,929.6,5114,3696.65
2008,内蒙古自治区,8496.2,906.98,4271.03,2583.79
2007,内蒙古自治区,6423.18,762.1,3154.56,2174.46
2006,内蒙古自治区,4944.25,649.62,2327.44,1814.42
2005,内蒙古自治区,3905.03,589.56,1773.21,1532.78
2004,内蒙古自治区,3041.07,506.07,1332.4728,873.5345
2003,内蒙古自治区,2388.38,420.0993,973.9356,756.38
2002,内蒙古自治区,1940.94,374.69,728.34,631.28
2001,内蒙古自治区,1713.81,358.89,626.47,560.43
2000,内蒙古自治区,1401.01,350.8,556.28,493.93
1999,内蒙古自治区,1268.2,342.91,515.46,409.83
1998,内蒙古自治区,1192.29,341.62,479.53,371.14
1997,内蒙古自治区,1099.77,322.52,445.5,326.5
1996,内蒙古自治区,984.78,312.82,387.29,284.67
1995,内蒙古自治区,832.88,260.18,308.78,288.1
1994,内蒙古自治区,681.92,208.53,261.79,211.6
1993,内蒙古自治区,532.71,149.96,203.46,184.39
1992,内蒙古自治区,421.68,126.86,152.56,142.26
1991,内蒙古自治区,359.66,117.19,124.03,118.44
1990,内蒙古自治区,319.31,112.57,102.43,104.31
1989,内蒙古自治区,292.69,89.08,98.96,104.65
1988,内蒙古自治区,270.81,90.2,85.72,94.89
1987,内蒙古自治区,212.27,62.21,70.42,79.64
1986,内蒙古自治区,181.58,54.64,61.55,65.39
1985,内蒙古自治区,163.83,53.54,56.95,53.34
1984,内蒙古自治区,128.2,42.98,47.74,37.48
1983,内蒙古自治区,105.88,35.9,41.98,28
1982,内蒙古自治区,93.22,33.32,37.21,22.69
1981,内蒙古自治区,77.91,27.14,32.04,18.73
1980,内蒙古自治区,68.4,18.03,32.26,18.11
1979,内蒙古自治区,64.14,21.03,28.37,14.74
1978,内蒙古自治区,58.04,18.96,26.37,12.71
1977,内蒙古自治区,51.65,18.91,21.6,11.14
1976,内蒙古自治区,48.09,18.51,18.77,10.81
1975,内蒙古自治区,48.55,18.15,20.02,10.38
1974,内蒙古自治区,43.26,15.97,17.3,9.99
1973,内蒙古自治区,44.07,16.22,18.14,9.71
1972,内蒙古自治区,39.36,14.56,15.54,9.26
1971,内蒙古自治区,41.61,16.82,15.99,8.8
1970,内蒙古自治区,39.17,17.69,12.94,8.54
1969,内蒙古自治区,32.9,14.78,10.52,7.6
1968,内蒙古自治区,32.96,14.87,10.54,7.55
1967,内蒙古自治区,31.8,13.87,10.43,7.5
1966,内蒙古自治区,38.32,17.12,13.01,8.19
1965,内蒙古自治区,35.41,15.21,12.08,8.12
1964,内蒙古自治区,32.55,14.04,11.43,7.08
1963,内蒙古自治区,29.02,12.71,9.9,6.41
1962,内蒙古自治区,25.12,12.75,6.56,5.81
1961,内蒙古自治区,25.25,11.4,7.25,6.6
1960,内蒙古自治区,35.56,11.8,17.11,7.65
1959,内蒙古自治区,35.76,14.75,13.41,7.6
1958,内蒙古自治区,28.1,12.55,9.65,5.9
1957,内蒙古自治区,21.27,11.29,5.05,4.93
1956,内蒙古自治区,24.6,14.11,5.43,5.06
1955,内蒙古自治区,17.49,10.25,3.53,3.71
1954,内蒙古自治区,19.46,12.37,3.65,3.44
1953,内蒙古自治区,15.57,10.44,2.25,2.88
1952,内蒙古自治区,12.16,8.64,1.37,2.15
2013,黑龙江省,14382.93,2516.79,5918.22,5947.92
2012,黑龙江省,13691.58,2113.66,6037.61,5540.31
2011,黑龙江省,12582,1701.5,6330.53,4549.97
2010,黑龙江省,10368.6,1302.9,5204.11,3861.59
2009,黑龙江省,8587,1154.33,4060.72,3371.95
2008,黑龙江省,8314.37,1089.1,4365.9,2855
2007,黑龙江省,7104,915.38,3695.58,2454.04
2006,黑龙江省,6211.8,737.59,3365.31,2086
2005,黑龙江省,5513.7,684.6,2971.68,1855.22
2004,黑龙江省,4750.6,587.7563,3155.3325,1559.9154
2003,黑龙江省,4057.4,500.8,2532.45,1396.75
2002,黑龙江省,3637.2,447,2169.15,1266.01
2001,黑龙江省,3390.13,409.3,1998.74,1152.96
2000,黑龙江省,3253,357,1868.55,1027.45
1999,黑龙江省,2897.41,377.23,1587.76,932.42
1998,黑龙江省,2798.89,463.05,1506.76,863.03
1997,黑龙江省,2708.46,484.81,1449.25,774.4
1996,黑龙江省,2402.58,465.82,1280.95,655.81
1995,黑龙江省,2014.53,371.2,1048.6,571.6
1994,黑龙江省,1618.63,316.32,852.97,449.34
1993,黑龙江省,1203.22,198.41,649.7,350.24
1992,黑龙江省,864.04,167,493.1,299.6
1991,黑龙江省,822.3,148.3,413.3,260.7
1990,黑龙江省,715.2,160.3,362.7,192.2
1989,黑龙江省,630.6,93.9,345.5,191.2
1988,黑龙江省,552,94.25,295.7,162.05
1987,黑龙江省,454.6,90.7,261.6,102.3
1986,黑龙江省,400.8,92.7,212.6,95.5
1985,黑龙江省,355,77.05,205.1,72.85
1984,黑龙江省,318.3,86,175,57.3
1983,黑龙江省,276.9,78.9,150.7,47.3
1982,黑龙江省,248.42,63.75,140.77,43.9
1981,黑龙江省,228.3,57.8,132.4,38.1
1980,黑龙江省,221.04,55.27,131.09,34.68
1979,黑龙江省,187.2,44.3,113.9,29
1978,黑龙江省,174.81,41,106.61,27.2
1977,黑龙江省,155.67,37.95,92.05,25.67
1976,黑龙江省,144.15,33.92,84.98,25.25
1975,黑龙江省,144.52,33.41,81.59,26.52
1974,黑龙江省,131.43,32.58,73.59,25.26
1973,黑龙江省,123.47,30.1,69.28,24.09
1972,黑龙江省,115.7,27.52,64.56,23.62
1971,黑龙江省,115.59,25.93,66.67,22.99
1970,黑龙江省,111.21,25.56,64.02,21.63
1969,黑龙江省,100.97,24.43,55.88,20.66
1968,黑龙江省,88.89,25.19,44.48,19.22
1967,黑龙江省,90.91,25.98,45.07,19.86
1966,黑龙江省,92.06,23.29,48.55,20.22
1965,黑龙江省,78.86,19.63,40.13,19.1
1964,黑龙江省,68.16,16.81,33.01,18.34
1963,黑龙江省,61.82,17.85,28.13,15.84
1962,黑龙江省,54.62,14.52,23.1,17
1961,黑龙江省,54.17,10.88,25.45,17.84
1960,黑龙江省,80.45,11.72,48.08,20.65
1959,黑龙江省,73.5,17.44,38.1,17.96
1958,黑龙江省,61.64,18.21,29.72,13.71
1957,黑龙江省,44.42,17.16,14.95,12.31
1956,黑龙江省,42.19,17.95,13.19,11.05
1955,黑龙江省,38.18,16.61,12.13,9.44
1954,黑龙江省,36.66,14.99,13.14,8.53
1953,黑龙江省,31.99,12.92,10.72,8.35
1952,黑龙江省,26,11.92,7.84,6.24
2013,香港,18961.51 ,1898.57 ,8322.81 ,8740.13 
2012,香港,17315.67 ,1745.79 ,7838.73 ,7731.15 
2011,香港,15770.13 ,1582.87 ,7347.09 ,6840.17 
2010,香港,13383.76 ,1351.12 ,6246.11 ,5786.53 
2009,香港,11363.43 ,1174.20 ,5254.63 ,4934.60 
2008,香港,10468.18 ,1123.40 ,4966.78 ,4378.00 
2007,香港,8860.34 ,954.23 ,4194.38 ,3711.73 
2006,香港,7210.48 ,801.33 ,3457.32 ,2951.83 
2005,香港,6164.58 ,747.33 ,2919.94 ,2497.31 
2004,香港,5329.28 ,713.76 ,2463.48 ,2152.04 
2003,香港,4527.43 ,579.39 ,2081.21 ,1866.82 
2002,香港,4011.09 ,551.23 ,1796.56 ,1663.30 
2001,香港,3655.17 ,526.04 ,1650.41 ,1478.72 
2000,香港,3307.15 ,498.16 ,1518.53 ,1290.47 
1999,香港,2989.24 ,492.33 ,1367.79 ,1129.11 
1998,香港,2813.41 ,493.92 ,1300.14 ,1019.35 
1997,香港,2632.43 ,481.40 ,1251.43 ,899.60 
1996,香港,2372.55 ,467.18 ,1127.83 ,777.54 
1995,香港,2026.46 ,404.53 ,955.98 ,665.95 
1994,香港,1606.60 ,319.09 ,748.18 ,539.33 
1993,香港,1177.80 ,232.13 ,548.48 ,397.19 
1992,香港,897.45 ,195.55 ,389.98 ,311.91 
1991,香港,726.05 ,178.07 ,303.41 ,244.57 
1990,香港,622.26 ,168.73 ,257.25 ,196.28 
1989,香港,566.41 ,142.20 ,242.60 ,181.61 
1988,香港,501.43 ,128.85 ,219.57 ,153.01 
1987,香港,401.95 ,107.77 ,175.05 ,119.13 
1986,香港,342.51 ,92.96 ,149.76 ,99.79 
1985,香港,300.53 ,85.48 ,128.89 ,86.17 
1984,香港,240.27 ,77.20 ,103.52 ,59.54 
1983,香港,198.76 ,65.95 ,88.21 ,44.60 
1982,香港,177.45 ,59.25 ,79.43 ,38.77 
1981,香港,163.05 ,51.98 ,75.18 ,35.89 
1980,香港,151.52 ,45.72 ,73.07 ,32.73 
1979,香港,135.42 ,42.34 ,63.78 ,29.30 
1978,香港,121.51 ,34.25 ,58.17 ,29.08 
1977,香港,106.73 ,31.40 ,50.30 ,25.02 
1976,香港,98.12 ,32.23 ,44.57 ,21.32 
1975,香港,99.91 ,32.37 ,45.68 ,21.86 
1974,香港,93.00 ,31.51 ,39.73 ,21.76 
1973,香港,90.70 ,30.25 ,39.10 ,21.35 
1972,香港,83.94 ,27.58 ,36.14 ,20.22 
1971,香港,80.88 ,27.54 ,34.09 ,19.24 
1970,香港,75.09 ,26.44 ,30.41 ,18.24 
1969,香港,64.60 ,24.54 ,22.97 ,17.09 
1968,香港,57.44 ,24.21 ,17.91 ,15.32 
1967,香港,59.13 ,23.81 ,20.09 ,15.23 
1966,香港,62.27 ,23.41 ,23.65 ,15.21 
1965,香港,57.20 ,21.70 ,20.07 ,15.43 
1964,香港,48.47 ,18.63 ,17.12 ,12.72 
1963,香港,41.11 ,16.58 ,13.59 ,10.94 
1962,香港,38.31 ,15.10 ,11.98 ,11.23 
1961,香港,40.67 ,14.70 ,12.96 ,13.00 
1960,香港,48.57 ,11.36 ,21.61 ,15.60 
1959,香港,47.97 ,12.79 ,20.52 ,14.66 
1958,香港,43.57 ,14.86 ,16.12 ,12.59 
1957,香港,35.60 ,14.33 ,10.57 ,10.70 
1956,香港,34.27 ,14.80 ,9.36 ,10.11 
1955,香港,30.33 ,14.03 ,7.41 ,8.89 
1954,香港,28.63 ,13.07 ,7.06 ,8.51 
1953,香港,27.47 ,12.60 ,6.42 ,8.45 
1952,香港,22.63 ,11.43 ,4.73 ,6.48 
2013,澳门,18961.51 ,1898.57 ,8322.81 ,8740.13 
2012,澳门,17315.67 ,1745.79 ,7838.73 ,7731.15 
2011,澳门,15770.13 ,1582.87 ,7347.09 ,6840.17 
2010,澳门,13383.76 ,1351.12 ,6246.11 ,5786.53 
2009,澳门,11363.43 ,1174.20 ,5254.63 ,4934.60 
2008,澳门,10468.18 ,1123.40 ,4966.78 ,4378.00 
2007,澳门,8860.34 ,954.23 ,4194.38 ,3711.73 
2006,澳门,7210.48 ,801.33 ,3457.32 ,2951.83 
2005,澳门,6164.58 ,747.33 ,2919.94 ,2497.31 
2004,澳门,5329.28 ,713.76 ,2463.48 ,2152.04 
2003,澳门,4527.43 ,579.39 ,2081.21 ,1866.82 
2002,澳门,4011.09 ,551.23 ,1796.56 ,1663.30 
2001,澳门,3655.17 ,526.04 ,1650.41 ,1478.72 
2000,澳门,3307.15 ,498.16 ,1518.53 ,1290.47 
1999,澳门,2989.24 ,492.33 ,1367.79 ,1129.11 
1998,澳门,2813.41 ,493.92 ,1300.14 ,1019.35 
1997,澳门,2632.43 ,481.40 ,1251.43 ,899.60 
1996,澳门,2372.55 ,467.18 ,1127.83 ,777.54 
1995,澳门,2026.46 ,404.53 ,955.98 ,665.95 
1994,澳门,1606.60 ,319.09 ,748.18 ,539.33 
1993,澳门,1177.80 ,232.13 ,548.48 ,397.19 
1992,澳门,897.45 ,195.55 ,389.98 ,311.91 
1991,澳门,726.05 ,178.07 ,303.41 ,244.57 
1990,澳门,622.26 ,168.73 ,257.25 ,196.28 
1989,澳门,566.41 ,142.20 ,242.60 ,181.61 
1988,澳门,501.43 ,128.85 ,219.57 ,153.01 
1987,澳门,401.95 ,107.77 ,175.05 ,119.13 
1986,澳门,342.51 ,92.96 ,149.76 ,99.79 
1985,澳门,300.53 ,85.48 ,128.89 ,86.17 
1984,澳门,240.27 ,77.20 ,103.52 ,59.54 
1983,澳门,198.76 ,65.95 ,88.21 ,44.60 
1982,澳门,177.45 ,59.25 ,79.43 ,38.77 
1981,澳门,163.05 ,51.98 ,75.18 ,35.89 
1980,澳门,151.52 ,45.72 ,73.07 ,32.73 
1979,澳门,135.42 ,42.34 ,63.78 ,29.30 
1978,澳门,121.51 ,34.25 ,58.17 ,29.08 
1977,澳门,106.73 ,31.40 ,50.30 ,25.02 
1976,澳门,98.12 ,32.23 ,44.57 ,21.32 
1975,澳门,99.91 ,32.37 ,45.68 ,21.86 
1974,澳门,93.00 ,31.51 ,39.73 ,21.76 
1973,澳门,90.70 ,30.25 ,39.10 ,21.35 
1972,澳门,83.94 ,27.58 ,36.14 ,20.22 
1971,澳门,80.88 ,27.54 ,34.09 ,19.24 
1970,澳门,75.09 ,26.44 ,30.41 ,18.24 
1969,澳门,64.60 ,24.54 ,22.97 ,17.09 
1968,澳门,57.44 ,24.21 ,17.91 ,15.32 
1967,澳门,59.13 ,23.81 ,20.09 ,15.23 
1966,澳门,62.27 ,23.41 ,23.65 ,15.21 
1965,澳门,57.20 ,21.70 ,20.07 ,15.43 
1964,澳门,48.47 ,18.63 ,17.12 ,12.72 
1963,澳门,41.11 ,16.58 ,13.59 ,10.94 
1962,澳门,38.31 ,15.10 ,11.98 ,11.23 
1961,澳门,40.67 ,14.70 ,12.96 ,13.00 
1960,澳门,48.57 ,11.36 ,21.61 ,15.60 
1959,澳门,47.97 ,12.79 ,20.52 ,14.66 
1958,澳门,43.57 ,14.86 ,16.12 ,12.59 
1957,澳门,35.60 ,14.33 ,10.57 ,10.70 
1956,澳门,34.27 ,14.80 ,9.36 ,10.11 
1955,澳门,30.33 ,14.03 ,7.41 ,8.89 
1954,澳门,28.63 ,13.07 ,7.06 ,8.51 
1953,澳门,27.47 ,12.60 ,6.42 ,8.45 
1952,澳门,22.63 ,11.43 ,4.73 ,6.48 
2013,台湾,18961.51 ,1898.57 ,8322.81 ,8740.13 
2012,台湾,17315.67 ,1745.79 ,7838.73 ,7731.15 
2011,台湾,15770.13 ,1582.87 ,7347.09 ,6840.17 
2010,台湾,13383.76 ,1351.12 ,6246.11 ,5786.53 
2009,台湾,11363.43 ,1174.20 ,5254.63 ,4934.60 
2008,台湾,10468.18 ,1123.40 ,4966.78 ,4378.00 
2007,台湾,8860.34 ,954.23 ,4194.38 ,3711.73 
2006,台湾,7210.48 ,801.33 ,3457.32 ,2951.83 
2005,台湾,6164.58 ,747.33 ,2919.94 ,2497.31 
2004,台湾,5329.28 ,713.76 ,2463.48 ,2152.04 
2003,台湾,4527.43 ,579.39 ,2081.21 ,1866.82 
2002,台湾,4011.09 ,551.23 ,1796.56 ,1663.30 
2001,台湾,3655.17 ,526.04 ,1650.41 ,1478.72 
2000,台湾,3307.15 ,498.16 ,1518.53 ,1290.47 
1999,台湾,2989.24 ,492.33 ,1367.79 ,1129.11 
1998,台湾,2813.41 ,493.92 ,1300.14 ,1019.35 
1997,台湾,2632.43 ,481.40 ,1251.43 ,899.60 
1996,台湾,2372.55 ,467.18 ,1127.83 ,777.54 
1995,台湾,2026.46 ,404.53 ,955.98 ,665.95 
1994,台湾,1606.60 ,319.09 ,748.18 ,539.33 
1993,台湾,1177.80 ,232.13 ,548.48 ,397.19 
1992,台湾,897.45 ,195.55 ,389.98 ,311.91 
1991,台湾,726.05 ,178.07 ,303.41 ,244.57 
1990,台湾,622.26 ,168.73 ,257.25 ,196.28 
1989,台湾,566.41 ,142.20 ,242.60 ,181.61 
1988,台湾,501.43 ,128.85 ,219.57 ,153.01 
1987,台湾,401.95 ,107.77 ,175.05 ,119.13 
1986,台湾,342.51 ,92.96 ,149.76 ,99.79 
1985,台湾,300.53 ,85.48 ,128.89 ,86.17 
1984,台湾,240.27 ,77.20 ,103.52 ,59.54 
1983,台湾,198.76 ,65.95 ,88.21 ,44.60 
1982,台湾,177.45 ,59.25 ,79.43 ,38.77 
1981,台湾,163.05 ,51.98 ,75.18 ,35.89 
1980,台湾,151.52 ,45.72 ,73.07 ,32.73 
1979,台湾,135.42 ,42.34 ,63.78 ,29.30 
1978,台湾,121.51 ,34.25 ,58.17 ,29.08 
1977,台湾,106.73 ,31.40 ,50.30 ,25.02 
1976,台湾,98.12 ,32.23 ,44.57 ,21.32 
1975,台湾,99.91 ,32.37 ,45.68 ,21.86 
1974,台湾,93.00 ,31.51 ,39.73 ,21.76 
1973,台湾,90.70 ,30.25 ,39.10 ,21.35 
1972,台湾,83.94 ,27.58 ,36.14 ,20.22 
1971,台湾,80.88 ,27.54 ,34.09 ,19.24 
1970,台湾,75.09 ,26.44 ,30.41 ,18.24 
1969,台湾,64.60 ,24.54 ,22.97 ,17.09 
1968,台湾,57.44 ,24.21 ,17.91 ,15.32 
1967,台湾,59.13 ,23.81 ,20.09 ,15.23 
1966,台湾,62.27 ,23.41 ,23.65 ,15.21 
1965,台湾,57.20 ,21.70 ,20.07 ,15.43 
1964,台湾,48.47 ,18.63 ,17.12 ,12.72 
1963,台湾,41.11 ,16.58 ,13.59 ,10.94 
1962,台湾,38.31 ,15.10 ,11.98 ,11.23 
1961,台湾,40.67 ,14.70 ,12.96 ,13.00 
1960,台湾,48.57 ,11.36 ,21.61 ,15.60 
1959,台湾,47.97 ,12.79 ,20.52 ,14.66 
1958,台湾,43.57 ,14.86 ,16.12 ,12.59 
1957,台湾,35.60 ,14.33 ,10.57 ,10.70 
1956,台湾,34.27 ,14.80 ,9.36 ,10.11 
1955,台湾,30.33 ,14.03 ,7.41 ,8.89 
1954,台湾,28.63 ,13.07 ,7.06 ,8.51 
1953,台湾,27.47 ,12.60 ,6.42 ,8.45 
1952,台湾,22.63 ,11.43 ,4.73 ,6.48 
